processed_text,class
bitch stupid,0
nigger rt,0
badge yellow,0
want,0
fag,0
beaner,0
hoe,0
,0
,0
trash,0
,0
fag,0
coon youre,0
,0
faggot,0
fag,0
,0
faggot,0
bitch,0
fag,0
birthday faggot happy rt,0
kill rt,0
fuck lol,0
birthday happy,0
rt,0
fag,0
,0
nigger,0
trash white,0
queer youre,0
youre,0
nigger,0
youre,0
bitch fucking gay nigga,0
,0
,0
rt,0
faggot youre,0
fag,0
got,0
rt,0
,0
nigger,0
rt,0
faggot,0
fag,0
trash white,0
rt youre,0
baby black cracker kill new panther,0
trash white,0
fucking going im,0
trash white,0
come rt,0
,0
,0
,0
fag,0
faggot,0
rt,0
nigger,0
bitch hate,0
end,0
nigger,0
fag,0
youre,0
nigga rt,0
,0
nigger,0
fag,0
fag,0
bitch em like,0
fucking,0
stop,0
bitch like,0
hoe nigga rt,0
,0
fag,0
,0
bitch,0
fag,0
,0
hoe nigga,0
,0
,0
,0
trash white,0
retard,0
youre,0
retard rt,0
cause,0
faggot im,0
rt,0
nigger,0
,0
faggot,0
cunt fuckin,0
as bitch nigga,0
fag,0
fag,0
dyke,0
faggot fucking,0
get,0
fag,0
as bitch nigga,0
,0
nigger,0
bitch rt say,0
nigger,0
,0
rt trash,0
bitch nigga,0
as hoe,0
,0
baby black cracker kill new panther,0
bitch white,0
shut,0
ap fag,0
faggot,0
fag,0
nigger rt,0
fag,0
shes,0
youre,0
hoe nigga,0
faggot,0
,0
,0
bitch nigga,0
nig,0
,0
,0
hoe like nigga,0
faggot,0
nigger,0
bitch like,0
rt,0
fag,0
rt,0
hoe,0
,0
faggot,0
nigger,0
cunt,0
many nigger rt stealing store,0
,0
,0
fag,0
,0
faggot,0
fuck,0
,0
african american im proud rt,0
faggot oregon,0
nigger,0
trash white,0
trash white,0
retarded,0
,0
smh,0
fucking,0
fag,0
,0
hate,0
faggot fuck,0
,0
bitch like ur,0
fag,0
nigger,0
,0
,0
fag,0
nigger,0
fuck,0
fag,0
fuck,0
dont hoe nigga,0
fag,0
fucking,0
cant fuck,0
,0
cause hoe,0
faggot fucking,0
rt,0
faggot,0
coon,0
bitch nigga,0
faggot,0
fag rt,0
nigger rt,0
full trash white,0
cute,0
wetback,0
rt youre,0
trash white,0
fag,0
bitch lol nigga rt,0
,0
nigger,0
cant faggot,0
,0
faggot,0
,0
faggot,0
im,0
fuck,0
nigger,0
fag,0
,0
fag,0
bitch dont,0
faggot support,0
fuck,0
,0
,0
trash white,0
fag,0
,0
fag,0
nigger,0
,0
nigger,0
,0
kill rt,0
,0
rt trash,0
birthday faggot happy,0
as cracker,0
coon,0
bitch like nigga,0
,0
faggot fucking,0
nigger,0
cunt,0
faggot,0
as pussy,0
nigger,0
nigguh,0
shut,0
faggot,0
,0
fag,0
,0
retarded,0
fag,0
faggot,0
rt,0
got rt,0
as pussy,0
hate hoe,0
trash white,0
faggot,0
dont hoe nigga,0
,0
,0
nigga,0
faggot fuck,0
coon nowhere,0
bitch,0
im nigger,0
rt youre,0
faggot fucking,0
faggot fuck,0
hate,0
nigger rt,0
faggot,0
,0
youre,0
rt,0
faggot,0
nigger,0
,0
bitch nigga shoot shorty,0
fag,0
,0
nigger,0
nigguh,0
chink,0
faggot life,0
fag,0
bitch fuck nigga pussy,0
activity calling nigger people school shooting white xbox,0
nigger rt,0
fag,0
faggot,0
,0
as bitch,0
ur,0
,0
white,0
racist,0
bitch fuckin nigga,0
,0
faggot,0
,0
nigger,0
rt,0
,0
fucking retarded,0
coon youre,0
,0
faggot youre,0
faggot,0
,0
back faggot go,0
rt,0
trailer trash,0
bitch nigga,0
,0
faggot,0
,0
trash white,0
,0
nigger,0
nigga,0
alright fag,0
,0
fag,0
,0
full trash white,0
,0
,0
,0
faggot,0
faggot,0
nigger,0
trailer trash,0
,0
cunt,0
,0
hoe,0
rt,0
nigger rt,0
fag heterosexual,0
hoe,0
,0
,0
nigger rt,0
faggot,0
hate,0
im,0
,0
bitch white,0
,0
bitch nigga,0
fag,0
shut,0
nigger,0
chucker spear,0
nigger,0
funny,0
faggot,0
,0
niggah,0
,0
,0
,0
,0
like nigga,0
fag,0
rt,0
fag,0
nigger,0
amp bitch got nigga rt,0
birthday faggot happy rt,0
hoe nigga,0
faggot,0
,0
rt,0
,0
fag,0
fag,0
faggot,0
nigger,0
faggot,0
fag,0
,0
,0
,0
faggot,0
,0
fag,0
fuck,0
cunt,0
birthday faggot happy,0
rt youre,0
baby black cracker kill new panther,0
trash white,0
trash white,0
bitch nigga rt,0
rt,0
nigger,0
fag,0
trash white,0
,0
,0
hoe,0
,0
queer youre,0
bitch nigga,0
faggot,0
,0
faggot rt,0
retard,0
,0
queer,0
bitch nigga,0
black people,0
faggot,0
hate,0
as fuck,0
hoe nigga,0
rt,0
trash,0
rt,0
,0
hoe nigga,0
full trash white,0
retarded,0
retarded,0
faggot,0
,0
,0
faggot,0
faggot,0
fag,0
racist,0
faggot,0
bitch like pussy,0
,0
rt,0
,0
rt,0
trash white,0
live people trash,0
,0
trash white,0
,0
fag,0
trash,0
nigger,0
nigger rt,0
da,0
faggot,0
trash white,0
,0
faggot,0
,0
,0
bitch fuck rt,0
nigger,0
trash white,0
,0
,0
,0
trash,0
fag heterosexual,0
retarded,0
faggot,0
,0
faggot,0
,0
,0
yes,0
rt,0
full,0
bitch,0
bitch hate,0
fag rt,0
fag,0
,0
bitch,0
bitch,0
hate,0
,0
fuck,0
real think,0
nigger,0
fucking,0
nigger,0
youre,0
bitch dumb,0
bitch kill rt,0
,0
,0
nigger,0
,0
want,0
nigger,0
fag,0
bitch nigga,0
,0
trash white,0
nigger,0
coon,0
rt,0
badge yellow,0
get,0
,0
,0
fag,0
coon,0
birthday happy rt,0
bitch shut,0
trash,0
nigger,0
,0
fag,0
,0
coon,0
cute supposed,0
fag,0
gay,0
,0
kill rt,0
nigger,0
nigger,0
,0
nigger,0
rt,0
faggot,0
faggot fucking,0
,0
cop every get job pig spic white,0
fag,0
nigger,0
nigga pussy,0
,0
,0
faggot,0
bitch fucking,0
,0
bitch,0
as nigga rt,0
,0
,0
fucking,0
nigger,0
faggot,0
,0
whitey,0
,0
,0
faggot fuck,0
as nigga rt,0
faggot,0
as nigguh,0
fag,0
wetback,0
,0
,0
as bitch nigga,0
,0
bitch nigga,0
retarded,0
faggot,0
,0
aint fuck hoe nigga,0
,0
nigger,0
faggot,0
,0
faggot rt,0
tell,0
faggot,0
,0
rt,0
,0
as fat,0
faggot,0
white,0
cause like nigga,0
bitch dumb,0
hate,0
rt,0
hoe nigga,0
nigger,0
,0
cause go hoe rt,0
kill state,0
trash white,0
nigger,0
as nigga pussy,0
faggot,0
fag,0
,0
faggot,0
nigger,0
,0
faggot,0
fucking,0
im,0
,0
fag,0
like shit,0
,0
bitch,0
as pussy,0
ur,0
ho,0
,0
nigger,0
bitch shut,0
nigger,0
bitch,0
,0
chink,0
fag,0
faggot,0
,0
nigger,0
trash white,0
faggot,0
,0
dont hoe nigga rt,0
trash white,0
faggot,0
nigger,0
cunt,0
hoe nigga rt,0
fag gay,0
twitter,0
as nigga,0
fag,0
bitch like,0
rt,0
nigger,0
faggot fuck get,0
faggot,0
nigger,0
fag,0
fag,0
trash,0
,0
,0
,0
hate,0
nigguh,0
nigger,0
,0
faggot,0
faggot,0
,0
faggot,0
nigger,0
,0
,0
,0
trash,0
trash,0
nigger,0
faggot,0
faggot,0
,0
bitch nigga rt,0
rt,0
kill,0
rt,0
,0
,0
fuck,0
faggot fucking,0
retarded,0
,0
,0
bitch nigga,0
trash white,0
fag,0
trash white,0
,0
,0
ignorant,0
,0
as bitch fuck,0
nigger,0
,0
cute supposed,0
fucking youre,0
,0
,0
faggot,0
,0
rt trash,0
,0
,0
rt,0
,0
faggot,0
faggot,0
hoe,0
,0
youre,0
,0
fag,0
bitch,0
faggot,0
fucking,0
rt,0
dyke,0
bitch nigga punk,0
bitch dont know shit,0
,0
bitch,0
youre,0
youre,0
rt,0
hoe,0
printer rt,0
,0
fag,0
,0
faggot,0
,0
nigger,0
got want,0
rt,0
da,0
son,0
hoe,0
,0
trash white,0
,0
baby black cracker kill new panther,0
,0
faggot rt,0
,0
bitch,0
,0
,0
coon,0
,0
birthday happy,0
,0
as fag,0
nigger,0
,0
,0
cunt,0
beaner rt,0
queer,0
coon,0
fag,0
retarded,0
,0
fag,0
,0
retarded,0
many nigger rt stealing store,0
chink,0
faggot,0
nigger,0
nigger,0
rt,0
hate people rt,0
queer,0
,0
queer,0
rt,0
,0
rt,0
fag,0
fag,0
cunt,0
,0
im,0
fucking,0
as nigga,0
bitch nigga talking,0
nigger,0
faggot,0
ur,0
,0
,0
faggot,0
,0
,0
faggot,0
im sick,0
coon,0
as cracker,0
,0
ugly,0
,0
,0
nigger,0
as bitch stupid,0
faggot,0
trash,0
,0
,0
nigger,0
hoe nigga,0
,0
rt,0
faggot,0
faggot,0
fag,0
nigger rt,0
bitch,0
hoe nigga,0
wetback,0
,0
,0
,0
fuck,0
fag,0
cunt,0
as hoe,0
,0
,0
faggot,0
bitch,0
as bitch nigga oh,0
fag,0
hoe nigga rt,0
get,0
,0
dyke hoe,0
,0
,0
fag,0
look rt,0
fuck,0
coon,0
,0
,0
,0
nigguh rt,0
rt youre,0
rt,0
fag,0
faggot,0
,0
,0
faggot,0
,0
fuck,0
fag,0
bitch dumb,0
dont fuck hoe nigga,0
kill,0
rt,0
fag,0
rt,0
nigger,0
,0
fag,0
retard,0
as nigga pussy,0
nigger,0
,0
bitch nigga rt yall,0
faggot,0
like niggah wassup,0
faggot,0
trash,0
trash,0
,0
nigger,0
bitch im,0
,0
,0
,0
,0
bitch,0
faggot,0
faggot,0
,0
,0
,0
faggot im,0
rt,0
dyke,0
dont nigga,0
,0
full trash white,0
bitch like,0
cute supposed,0
faggot,0
,0
faggot youre,0
faggot,0
shes,0
trash,0
,0
bitch nigga,0
bitch nigga,0
nigger rt,0
faggot,0
faggot,0
,0
fag,0
faggot,0
as bitch nigga thought,0
as nigga tom uncle,0
,0
trash white,0
ugly,0
fag,0
,0
fucking,0
nigger rt,0
cripple look rt,0
nigger shes,0
,0
trash white,0
faggot need,0
nigger,0
faggot,0
full im,0
fag heterosexual,0
nigger,0
,0
,0
faggot,0
nigger,0
bitch fucking nigga ugly,0
beaner,0
white,0
called trash white,0
,0
printer rt,0
faggot,0
bitch nigga,0
fag,0
youre,0
nigger,0
fag people,0
rt,0
faggot,0
rt,0
faggot fuck,0
trailer trash,0
coon,0
,0
nigger,0
fucking youre,0
nigger,0
nig year,0
,0
fag,0
faggot,0
faggot,0
trash white,0
gt,0
fag,0
faggot,0
retarded,0
bitch,0
faggot,0
rt trash,0
,0
,0
rt,0
queer,0
,0
,0
,0
,0
rt,0
bitch im nigga,0
faggot,0
,0
hoe,0
beaner someone,0
,0
back,0
trash white,0
colored da folk,0
nigger,0
,0
hoe nigga,0
,0
youre,0
trash white,0
,0
bitch like nigga one rt,0
hoe nigga,0
fag,0
coon,0
fag,0
nig,0
,0
hoe rt yall,0
nigger,0
fag,0
cunt,0
dont nigga,0
retarded,0
birthday happy,0
full trash white,0
faggot,0
faggot real rt,0
,0
,0
nigger,0
,0
,0
bitch cant nigga,0
,0
,0
rt,0
faggot,0
hoe nigga,0
faggot,0
,0
nigger,0
,0
as gay,0
as bitch,0
nigger,0
,0
fag,0
coon,0
bitch,0
youre,0
faggot fuck,0
trash white,0
gt,0
shut,0
rt,0
faggot,0
fuck,0
chucker spear,0
faggot,0
nigger,0
citizen cop kill want,0
,0
chink eyed,0
bitch cunt youre,0
got,0
hoe nigga,0
as bitch nigga wack,0
,0
,0
got,0
hoe nigga,0
white,0
faggot fucking,0
,0
faggot,0
called trash white,0
trash,0
fuck,0
faggot youre,0
bitch fuck lame,0
retarded,0
bitch nigga rt,0
get,0
rt,0
activity calling nigger people school shooting white xbox,0
faggot,0
fuck,0
faggot weed,0
as nigga,0
retard,0
queer,0
fag,0
fag,0
faggot,0
,0
nigger,0
faggot,0
nigger,0
hoe nigga rt yall,0
coon youre,0
fag,0
,0
bitch nigga shit,0
coon,0
faggot fuck,0
nigger,0
as bitch nigga thought,0
trash white,0
,0
,0
drake faggot,0
,0
,0
,0
hoe nigga,0
hoe,0
hoe,0
hate nigger,0
as nigga,0
retarded,0
,0
,0
queer,0
,0
fag,0
faggot,0
faggot,0
faggot,0
nigger,0
bitch,0
want,0
as bitch nigga,0
hoe,0
baby black cracker kill new panther,0
nigger,0
nigger,0
hoe nigga,0
dont know retarded,0
hoe nigga,0
,0
coon,0
nigger,0
nigger,0
car die,0
bitch fuck next nigga,0
beat nigger yall,0
fuck,0
,0
fucking,0
faggot,0
fag,0
fuck,0
,0
hoe nigga,0
ha,0
,0
as nigga pussy,0
faggot,0
fag,0
dyke ugly,0
faggot,0
trash white,0
,0
buddy faggot,0
rt,0
hoe nigga,0
dyke hoe,0
bitch nigga,0
fag,0
trash white,0
,0
fag,0
nigger,0
nig,0
queer,0
retard,0
,0
beaner,0
nigger,0
,0
fuck,0
colored da wit,0
nigger rt,0
faggot,0
rt,0
faggot,0
,0
hoe nigga,0
nigger,0
faggot,0
,0
black nigger,0
nigger,0
faggot,0
,0
fucking,0
nigga spic,0
trash white,0
queer,0
,0
faggot,0
im nigger,0
rt,0
bitch little,0
whitey,0
trash white,0
nigger,0
nigger rt shit,0
,0
dont nigga,0
,0
as nigga thought,0
faggot,0
faggot,0
chink,0
trash white,0
bitch next nigga,0
hoe nigga rt,0
hoe nigga,0
hoe nigga,0
cop every get job pig spic white,0
,0
cunt,0
,0
,0
retard,0
,0
fag,0
as hoe,0
,0
bitch ugly,0
faggot,0
,0
rt,0
fag rt,0
faggot,0
cry faggot,0
,0
faggot,0
fag,0
,0
faggot fuck,0
trash white,0
faggot genos ultimate well,0
full trash white,0
as nigguh,0
faggot,0
faggot,0
,0
know,0
faggot,0
get,0
bitch,0
real think,0
fuck,0
faggot,0
bitch fucking,0
trash white,0
as hoe,0
niggah,0
,0
trash white,0
faggot,0
,0
faggot,0
fag,0
as pussy,0
rt,0
hoe rt,0
,0
fag,0
nigger,0
,0
,0
,0
hoe,0
,0
trash white,0
im sick,0
bitch shoot,0
birthday faggot happy,0
,0
faggot,0
fag,0
nigger,0
bitch im like nigga pussy shit,0
white,0
as bitch man nigga,0
nigger rt,0
ap fag,0
as bitch need,0
faggot,0
trash white,0
fuck,0
full trash white,0
fag,0
faggot,0
faggot,0
rt,0
nigger,0
faggot,0
dont nigga,0
nigger,0
fag,0
fag,0
bitch like,0
gook,0
im,0
hoe nigga,0
nigger ur wrong,0
faggot,0
faggot,0
hate nigger,0
gave lil move nigger push rt smh,0
queer,0
,0
,0
faggot youre,0
nowhere,0
baby black cracker kill new panther,0
rt,0
fag,0
fuck,0
,0
birthday faggot happy rt,0
nigger,0
nigger rt,0
im,0
faggot oregon,0
,0
,0
fag,0
ya,0
,0
,0
white,0
im,0
faggot,0
nigga rt,0
want,0
,0
,0
dm,0
fag,0
bitch nigga,0
,0
bitch fuck,0
,0
retarded,0
rt,0
nigger republican,0
rt time,0
trash white,0
bday faggot fuck,0
hate rt,0
,0
faggot,0
,0
lmaoo,0
bitch fat,0
,0
nigger,0
fag,0
retarded,0
bitch nigga,0
faggot,0
america,0
faggot,0
yes,0
rt,0
bitch,0
nigger,0
faggot fucking,0
,0
,0
trash white,0
,0
faggot,0
faggot,0
african american im proud rt,0
faggot fucking,0
nigger,0
cry rt,0
faggot,0
faggot,0
hate,0
dont hoe nigga,0
hate trash,0
,0
,0
dont know,0
fag,0
faggot,0
fag,0
as nigga,0
called trash white,0
faggot,0
,0
fucking people white,0
,0
bitch nigga,0
bitch nigga,0
like,0
bitch,0
faggot,0
hoe,0
,0
faggot,0
,0
nigger,0
faggot,0
nigga pussy rt,0
trash white,0
girl,0
rt,0
rt,0
,0
faggot,0
fag,0
bitch nigga shoot shorty,0
as fat hoe,0
faggot,0
faggot,0
,0
rt,0
want,0
cop every spic,0
faggot,0
,0
,0
,0
,0
retard,0
drake faggot,0
fag,0
,0
,0
rt trash,0
dyke like look,0
,0
faggot,0
retard,0
trash white,0
nig year,0
nigger,0
bitch like pussy,0
nigger,0
,0
nigger,0
faggot,0
he,0
faggot,0
bitch hoe,0
,0
bitch,0
rt,0
bitch,0
fucking,0
fag,0
hoe,0
,0
faggot,0
faggot fucking,0
nigger,0
faggot,0
fag,0
,0
fag,0
im,0
tom uncle,0
,0
,0
faggot,0
cause,0
rt,0
,0
full trash white,0
nigger ur wrong,0
fag,0
youre,0
bitch kill rt,0
nigger rt,0
,0
nigger,0
nigger,0
bitch youre,0
fucking nigger,0
faggot,0
faggot fucking,0
,0
full trash white,0
faggot,0
,0
rt,0
as hoe,0
faggot fucking,0
nigger,0
,0
full trash white,0
gook,0
yes,0
faggot youre,0
,0
fag,0
rt,0
fag,0
hate,0
as,0
full trash white,0
white,0
bitch nigga,0
faggot life,0
nigger,0
,0
nigger,0
nigger,0
fag,0
damn god,0
,0
im,0
trash white,0
guy,0
bitch,0
fag,0
fuck,0
amp bitch get go new try,0
trash white,0
faggot,0
faggot,0
fag,0
rt,0
nigger,0
faggot im,0
nigger,0
,0
faggot,0
nigger,0
faggot im,0
fag,0
bitch,0
like look waahh,0
rt,0
,0
faggot,0
bitch like,0
dyke,0
,0
chink,0
trash white,0
bitch,0
faggot rt,0
dont shit,0
im sick,0
,0
rt,0
faggot,0
fuck,0
,0
hate,0
faggot fucking gay,0
person white,0
,0
fag,0
faggot,0
park trailer trash,0
,0
nigger,0
faggot,0
back faggot go,0
rt,0
nigger,0
,0
trash white,0
trash white,0
,0
bitch nigga,0
trash white,0
,0
bitch like nigga,0
as bitch fat lookin,0
rt,0
nigger,0
kill rt,0
faggot,0
bitch nigga,0
nigger,0
,0
as pussy,0
shes,0
faggot,0
fuck,0
trash,0
hoe nigga rt,0
trash white,0
,0
nigger ok,0
as cracker creepy,0
country vision,0
,0
,0
faggot,0
fag,0
,0
faggot fuck,0
bitch,0
fucking retard,0
nigger,0
faggot fuck get,0
rt,0
nigger,0
nigger,0
bitch nigga,0
nigger,0
trash white,0
hoe nigga,0
,0
bitch two,0
,0
full trash white,0
nigger,0
nigger yeah,0
rt,0
faggot,0
hoe,0
faggot,0
nigger,0
dyke like look,0
trash white,0
nigger rt,0
faggot,0
hate,0
bitch im nigga rt,0
bitch nigga,0
fag,0
fag,0
nigga think,0
as bitch got hoe nigga,0
nigga,0
yall,0
dyke,0
want,0
faggot,0
trash white,0
,0
,0
coon youre,0
,0
faggot,0
queer,0
nigger,0
faggot,0
fag,0
ho smh,0
coon youre,0
as hoe,0
fucking youre,0
trash white,0
beaner,0
fag,0
faggot,0
dyke,0
fag,0
,0
,0
coon,0
dont niggah,0
,0
nigger,0
retarded,0
hoe,0
rt,0
retarded,0
faggot,0
retard rt,0
trash,0
fag,0
youre,0
nigger,0
dont tweet,0
trash white,0
,0
nigger,0
,0
hoe,0
,0
bitch,0
faggot,0
,0
faggot,0
faggot,0
gt,0
bitch ugly,0
rt,0
as faggot punk,0
,0
bitch ugly,0
johnny nigger rebel,0
,0
bitch,0
bitch like,0
black people,0
,0
,0
bitch stupid,0
hoe,0
as faggot punk,0
faggot,0
,0
retarded,0
youre,0
,0
,0
,0
faggot fucking,0
faggot,0
as nigga rt,0
fucking,0
fag,0
faggot,0
as bitch nigga,0
beaner,0
race,0
faggot,0
fag,0
bitch white,0
rt,0
fuck,0
wetback,0
faggot,0
bitch like nigga,0
nigger,0
,0
nigger,0
,0
im,0
retard,0
fuck,0
fucking,0
fag,0
beaner,0
white,0
faggot,0
nigger,0
faggot,0
ap fag,0
fag,0
fag,0
nigger rt,0
cunt shes,0
nigger,0
hoe rt,0
faggot,0
bitch rt say,0
,0
fag,0
cunt,0
ur,0
dont hoe,0
,0
ask hoe nigga rt,0
full trash white,0
,0
rt,0
nigger,0
retarded,0
nigger,0
nigger,0
,0
queer,0
nigger rt,0
fag,0
bitch,0
,0
nigger,0
fag,0
rt,0
fag,0
as bitch fuck got hoe nigga,0
nigger,0
rt,0
fag,0
,0
rt,0
fuck,0
,0
retard,0
cunt,0
im,0
bitch like,0
nigger,0
faggot,0
fucking,0
,0
queer,0
full trash white,0
,0
,0
faggot,0
,0
many nigger rt store,0
black nigger,0
dyke,0
rt,0
,0
faggot fucking,0
fag,0
,0
faggot youre,0
,0
bitch,0
baby black cracker kill new panther,0
,0
faggot,0
bitch fuck,0
,0
fuck,0
fag,0
bitch like,0
hoe nigga,0
nigger,0
,0
,0
fag,0
faggot,0
cunt say youre,0
full trash white,0
fuck,0
nig,0
,0
beat nigger yall,0
rt,0
,0
,0
nigger,0
rt,0
fag,0
,0
kill,0
rt,0
faggot,0
think,0
faggot,0
kill rt,0
bitch nigga,0
as hoe,0
nigger,0
faggot,0
rt trash,0
nigger,0
rt,0
rt,0
faggot,0
rt,0
,0
fucking retard,0
queer,0
faggot,0
faggot fuck,0
trash white,0
faggot,0
as hoe,0
bitch nigga,0
get,0
im,0
trash,0
,0
faggot,0
like nigga,0
faggot,0
faggot,0
nigger,0
,0
nigger,0
fuck,0
retarded,0
white,0
trash,0
nigger,0
bitch day nigga,0
fag,0
hoe nigga,0
faggot fuck,0
ill kill rt,0
faggot,0
,0
rt,0
,0
dont fuck hoe,0
trash white,0
dont queer,0
,0
faggot,0
trash white,0
people,0
retard,0
real rt,0
,0
faggot,0
nigger,0
queer,0
faggot,0
faggot,0
fag,0
nigger rt,0
fag,0
fag,0
fag,0
faggot rt,0
white,0
,0
faggot,0
trash white,0
,0
fuck,0
,0
faggot,0
nigger,0
alike asshole fuck look nigger theyre whatever,0
bitch ugly,0
faggot fucking,0
white,0
,0
hate,0
fag,0
im,0
bitch nigga,0
hoe nigga rt,0
full trash white,0
,0
johnny nigger rebel,0
,0
trash white,0
trash white,0
,0
faggot,0
nigger,0
,0
trash white,0
,0
fag,0
,0
,0
,0
rt,0
retarded,0
coon rt,0
trash white,0
,0
,0
as hoe nigga,0
coon,0
fag,0
faggot,0
faggot,0
nigger,0
,0
nigger,0
cant stand,0
hate nigger,0
,0
,0
nigger,0
faggot,0
bitch,0
alright fag,0
,0
fag,0
,0
retarded,0
,0
nigger,0
nigger,0
faggot,0
faggot,0
nigger,0
hoe,0
bitch like look,0
,0
as fuck,0
,0
faggot fuck,0
,0
trash white,0
fag,0
,0
fag,0
nigger,0
as cracker,0
as fuck,0
dyke,0
hoe,0
fucking,0
birthday happy rt,0
fag,0
fag,0
,0
hate,0
bitch,0
faggot,0
nigger,0
nigger,0
hoe nigga,0
,0
trash white,0
back faggot go,0
faggot,0
as faggot,0
,0
,0
bitch ugly,0
rt,0
nigger,0
nigger,0
cute supposed,0
nigga spic,0
bitch,0
nigger,0
faggot youre,0
nigger,0
,0
birthday faggot happy,0
,0
faggot,0
trash white,0
trash white,0
faggot,0
as faggot punk,0
nigger ok,0
,0
fag,0
trash white,0
hate,0
rapper rt,0
lmao nigger,0
nigger,0
black trash,0
faggot,0
hoe nigga,0
whitey,0
bitch done,0
,0
,0
,0
,0
bitch like,0
trash white,0
nigger,0
fag,0
faggot fuck,0
hoe nigga,0
,0
,0
nigger,0
dyke like look,0
bitch like nigga,0
cunt,0
nigger,0
nigger,0
love,0
got want,0
amp bitch got nigga rt,0
,0
watch,0
faggot,0
trash white,0
faggot,0
,0
youre,0
nigger,0
nigger rt,0
,0
rt,0
bitch nigga,0
faggot youre,0
,0
retarded,0
bitch,0
ap fag,0
dont hoe nigga rt,0
fag,0
tom uncle,0
faggot,0
rt trash,0
bitch,0
nigger,0
as nigga,0
,0
,0
,0
fuck,0
,0
bitch still,0
,0
im,0
,0
chink,0
,0
trash white,0
,0
,0
nigger,0
,0
trash,0
,0
,0
hate,0
faggot,0
fucking,0
faggot youre,0
faggot,0
faggot,0
rt,0
,0
black people,0
as nigga,0
nigger,0
,0
bitch like look,0
,0
nigger,0
nigger stupid,0
,0
im,0
,0
,0
hoe,0
rt,0
hate,0
faggot,0
,0
fucking nigger,0
,0
bitch like nigga rt,0
,0
,0
nigger,0
faggot,0
,0
,0
trash white,0
faggot,0
,0
fag,0
faggot,0
rt,0
faggot,0
nigger,0
,0
,0
youre,0
hate nigger racist,0
,0
,0
bitch,0
trash,0
fag,0
faggot,0
,0
,0
hate people rt,0
retarded,0
,0
faggot,0
faggot,0
,0
,0
nigger,0
rt,0
hoe nigga,0
hoe,0
fuck,0
people,0
gone,0
bitch nigga rt,0
bitch stupid,0
new retarded show,0
fag,0
,0
dyke,0
,0
im,0
youre,0
faggot,0
,0
rt youre,0
faggot,0
nigger,0
faggot fucking,0
full trash white,0
coon,0
,0
youre,0
rt,0
nigger rt,0
nigger rt,0
bitch one,0
rt,0
retarded,0
faggot,0
,0
full trash white,0
coon youre,0
bitch nigga,0
bitch,0
faggot got,0
fag,0
faggot,0
as,0
,0
,0
,0
trash white,0
,0
,0
rt,0
faggot,0
faggot,0
,0
hoe nigga,0
nigger,0
retarded,0
,0
yall,0
cant,0
fuck,0
,0
nigger,0
trash white,0
bitch shut,0
fag,0
faggot,0
codeword youre,0
,0
rt,0
aint bitch nigga pussy shit,0
bitch nigga,0
bitch fat,0
rt,0
,0
faggot,0
,0
white,0
kill rt,0
fag youre,0
,0
faggot,0
faggot,0
as hoe,0
nigger,0
fucking nigger,0
faggot,0
yes,0
rt,0
cant nigger rt,0
fag,0
live people trash white,0
,0
kill rt,0
faggot,0
nigger,0
,0
nigger,0
trash white,0
nigger rt,0
back,0
fag,0
retard,0
,0
bitch like ur,0
fuck,0
,0
nigger,0
faggot,0
faggot,0
bitch one,0
nigger,0
faggot,0
faggot,0
kill,0
,0
faggot,0
cunt,0
hoe nigga,0
rt time,0
gay,0
trash white,0
trash white,0
,0
fag,0
as hoe,0
trash white,0
pussy,0
,0
nigger,0
,0
as bitch nigga,0
faggot,0
,0
nigger,0
chink,0
faggot,0
youre,0
,0
faggot,0
fag,0
,0
got want,0
trash white,0
nigger shes,0
nigger rt,0
faggot,0
trash white,0
got,0
ap fag,0
hoe nigga rt,0
nigger,0
faggot rt,0
trash white,0
faggot,0
nigger,0
nigger,0
bitch youre,0
trash ur white,0
faggot,0
,0
as bitch nigga,0
faggot,0
coon,0
nigger,0
nigger youre,0
faggot,0
dont nigga,0
retard,0
fag,0
as hoe,0
retarded,0
,0
,0
faggot,0
faggot,0
trash white,0
hate,0
birthday happy,0
faggot,0
birthday happy,0
faggot,0
faggot im,0
fuck,0
rt,0
,0
faggot,0
like ur,0
nigger,0
faggot,0
bitch done,0
cunt,0
bitch,0
bitch nigga rt,0
,0
youre,0
faggot,0
bitch cant nigga,0
,0
,0
faggot,0
,0
,0
nigger,0
rt,0
trash white,0
bitch lame nigga,0
white,0
bitch next nigga rt,0
,0
fag,0
,0
trash white,0
rt,0
bitch little,0
nigger,0
trash white,0
nigger rt,0
as nigga pussy,0
bitch nigga rt,0
faggot,0
drake faggot,0
yall,0
,0
bitch,0
fuck get,0
as bitch nigga,0
fuck nigger,0
as hoe,0
people trash,0
fag,0
,0
,0
,0
faggot im,0
,0
trash white,0
bitch fuck,0
fag,0
bitch nigga,0
,0
bitch got nigga rt,0
faggot,0
bitch niggaz rt,0
rt,0
,0
fucking youre,0
nigger,0
faggot fuck,0
faggot rt,0
queer,0
queer,0
like,0
,0
live trash,0
faggot rt,0
mad nigger,0
rt,0
faggot im,0
,0
dont one,0
bitch,0
,0
hoe nigga,0
fucking,0
as nigga,0
coon,0
hate,0
hoe nigga,0
,0
bitch,0
,0
,0
coon,0
full trash white,0
,0
rt,0
fag,0
,0
nigga rt,0
,0
,0
fuck,0
fuck,0
as bitch nigga,0
,0
as bitch nigga,0
fuckin nigga,0
trash,0
hate rt,0
